epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,5529.21,0.47507,0.43191,0.98901,0.67405,0.63874,0.63212,0.55527,0.7714,1.47108,1.23371,0.003796,0.003796,0.003796
190,5558.96,0.47769,0.43174,0.98715,0.69815,0.63547,0.63095,0.55111,0.77191,1.45798,1.23487,0.003763,0.003763,0.003763
191,5588.47,0.48024,0.43205,0.99242,0.71284,0.63321,0.63694,0.5548,0.76214,1.44402,1.22451,0.00373,0.00373,0.00373
192,5618.24,0.47535,0.43237,0.98947,0.68207,0.61527,0.62715,0.54778,0.76362,1.44305,1.22303,0.003697,0.003697,0.003697
193,5647.74,0.47191,0.42401,0.98552,0.70657,0.59458,0.6241,0.551,0.77616,1.48325,1.24252,0.003664,0.003664,0.003664
194,5677.44,0.4766,0.43336,0.99189,0.69718,0.6144,0.63074,0.55432,0.77158,1.46887,1.23655,0.003631,0.003631,0.003631
195,5707.15,0.47432,0.42523,0.98819,0.70606,0.61459,0.63109,0.55442,0.78971,1.47471,1.24993,0.003598,0.003598,0.003598
196,5736.77,0.47171,0.42615,0.98493,0.70602,0.63528,0.64282,0.55261,0.77021,1.46284,1.23187,0.003565,0.003565,0.003565
197,5766.62,0.46185,0.41739,0.97965,0.70797,0.63083,0.64529,0.56034,0.76537,1.46266,1.23233,0.003532,0.003532,0.003532
198,5796.2,0.46727,0.42284,0.98421,0.70626,0.61363,0.6452,0.56143,0.76521,1.43864,1.22388,0.003499,0.003499,0.003499
199,5825.97,0.4663,0.42145,0.98216,0.69335,0.59801,0.63421,0.5598,0.76718,1.45235,1.2234,0.003466,0.003466,0.003466
200,5855.55,0.46204,0.40942,0.97886,0.70926,0.62313,0.64863,0.55887,0.77006,1.44483,1.22332,0.003433,0.003433,0.003433
201,5885.12,0.46924,0.42352,0.98533,0.7037,0.63565,0.65075,0.55787,0.76804,1.47316,1.22292,0.0034,0.0034,0.0034
202,5914.84,0.46054,0.41307,0.97941,0.70392,0.63655,0.65489,0.56649,0.77311,1.47602,1.23126,0.003367,0.003367,0.003367
203,5944.44,0.46505,0.42121,0.9827,0.70101,0.63398,0.6451,0.55645,0.77676,1.49364,1.23932,0.003334,0.003334,0.003334
204,5974.02,0.45743,0.4151,0.97606,0.70178,0.63271,0.64843,0.5649,0.77036,1.48453,1.2322,0.003301,0.003301,0.003301
205,6003.58,0.46007,0.41613,0.97982,0.71177,0.63628,0.64932,0.56005,0.76999,1.48185,1.23832,0.003268,0.003268,0.003268
206,6033.17,0.46463,0.41684,0.98245,0.71356,0.63075,0.64687,0.55671,0.76895,1.48851,1.23316,0.003235,0.003235,0.003235
207,6062.75,0.4585,0.40953,0.97686,0.71603,0.63045,0.63964,0.55296,0.75638,1.48963,1.2163,0.003202,0.003202,0.003202
